"senator_name","State","description","amount","Total Expenses","Number of Expenses","St.Abrv","Party"
"RICHARD BURR","North Carolina","TOUR COORDINATOR",17937.46,1430553.3,245,"NC","R"
"RICHARD C. SHELBY","Alabama","INCIDENTALS",130.61,860781.79,91,"AL","R"
"RICHARD C. SHELBY","Alabama","CHIEF OF STAFF",84729.48,860781.79,91,"AL","R"
"RICHARD C. SHELBY","Alabama","DIRECTORS",212499.96,860781.79,91,"AL","R"
"RICHARD C. SHELBY","Alabama","ASSISTANTS",262051.57,860781.79,91,"AL","R"
"RICHARD C. SHELBY","Alabama","RECEPTIONIST",16994.4,860781.79,91,"AL","R"
"RICHARD C. SHELBY","Alabama","RECORDING STUDIO CERTIFICATION",312.9,860781.79,91,"AL","R"
"RICHARD C. SHELBY","Alabama","PER DIEM",3794.67,860781.79,91,"AL","R"
"RICHARD C. SHELBY","Alabama","CASE WORKERS",67500,860781.79,91,"AL","R"
"RICHARD C. SHELBY","Alabama","SENATOR TRANSPORTATION",8577.01,860781.79,91,"AL","R"
"RICHARD C. SHELBY","Alabama","LEGISLATIVE CORRESPONDENT",49430.41,860781.79,91,"AL","R"
"RICHARD C. SHELBY","Alabama","PROFESSIONAL STAFF",13219.16,860781.79,91,"AL","R"
"RICHARD C. SHELBY","Alabama","STAFF TRANSPORTATION",7599.38,860781.79,91,"AL","R"
"RICHARD C. SHELBY","Alabama","STATE REPRESENTATIVE",94999.92,860781.79,91,"AL","R"
"RICHARD C. SHELBY","Alabama","PHOTO STUDIO CERTIFICATION",192.4,860781.79,91,"AL","R"
"RICHARD C. SHELBY","Alabama","CMS OPERATOR",38749.92,860781.79,91,"AL","R"
"RICHARD J. DURBIN","Illinois","DOWNSTATE CASE WORKERS",35000,1755994.96,412,"IL","D"
"RICHARD J. DURBIN","Illinois","INCIDENTALS",106.34,1755994.96,412,"IL","D"
"RICHARD J. DURBIN","Illinois","ASSISTANTS",311023.2,1755994.96,412,"IL","D"
"RICHARD J. DURBIN","Illinois","LEGISLATIVE AIDE",65006.1,1755994.96,412,"IL","D"
"RICHARD J. DURBIN","Illinois","INTERNS",19956.64,1755994.96,412,"IL","D"
"RICHARD J. DURBIN","Illinois","LEGISLATIVE CORRESPONDENT",90932.87,1755994.96,412,"IL","D"
"RICHARD J. DURBIN","Illinois","CHIEF SPEECH WRITER",16376.5,1755994.96,412,"IL","D"
"RICHARD J. DURBIN","Illinois","FEES AND OTHER CHARGES",270,1755994.96,412,"IL","D"
"RICHARD J. DURBIN","Illinois","CERTIFIED PURCHASED EQUIPMENT",89.96,1755994.96,412,"IL","D"
"RICHARD J. DURBIN","Illinois","PER DIEM",7025.8,1755994.96,412,"IL","D"
"RICHARD J. DURBIN","Illinois","CORRESPONDENCE MANAGER",23219.92,1755994.96,412,"IL","D"
"RICHARD J. DURBIN","Illinois","PHOTO STUDIO CERTIFICATION",220.2,1755994.96,412,"IL","D"
"RICHARD J. DURBIN","Illinois","ILLINOIS SCHEDULER",27774.96,1755994.96,412,"IL","D"
"RICHARD J. DURBIN","Illinois","PRESS SECRETARIES",59256.84,1755994.96,412,"IL","D"
"RICHARD J. DURBIN","Illinois","ADVISORS",75631.4,1755994.96,412,"IL","D"
"RICHARD J. DURBIN","Illinois","DIRECTORS",381842.5,1755994.96,412,"IL","D"
"RICHARD J. DURBIN","Illinois","PURCHASED EQUIPMENT (EXPENDABLE)",327.69,1755994.96,412,"IL","D"
"RICHARD J. DURBIN","Illinois","DOWNSTATE STAFF COORDINATOR",23611.07,1755994.96,412,"IL","D"
"RICHARD J. DURBIN","Illinois","RECORDING STUDIO CERTIFICATION",761.05,1755994.96,412,"IL","D"
"RICHARD J. DURBIN","Illinois","OFFICE MANAGER",62999.96,1755994.96,412,"IL","D"
"RICHARD J. DURBIN","Illinois","SENATE AIDE",45719.92,1755994.96,412,"IL","D"
"RICHARD J. DURBIN","Illinois","COMMUNITY OUTREACH COORDINATOR",61224.96,1755994.96,412,"IL","D"
"RICHARD J. DURBIN","Illinois","SENATOR TRANSPORTATION",6832.69,1755994.96,412,"IL","D"
"RICHARD J. DURBIN","Illinois","CONSTITUENT PERSONNEL",39999.92,1755994.96,412,"IL","D"
"RICHARD J. DURBIN","Illinois","SENIOR PERSONNEL",122868.27,1755994.96,412,"IL","D"
"RICHARD J. DURBIN","Illinois","COUNSEL",79373.81,1755994.96,412,"IL","D"
"RICHARD J. DURBIN","Illinois","STAFF TRANSPORTATION",31456.91,1755994.96,412,"IL","D"
"RICHARD J. DURBIN","Illinois","DEPUTY SPEECHWRITER",25611.07,1755994.96,412,"IL","D"
"RICHARD J. DURBIN","Illinois","SYSTEMS ADMINISTRATOR",218.83,1755994.96,412,"IL","D"
"RICHARD J. DURBIN","Illinois","TECHNICAL SUPPORT",2250,1755994.96,412,"IL","D"
"RICHARD J. DURBIN","Illinois","TRAINING/CONFERENCE/REGISTRATION FEES",60,1755994.96,412,"IL","D"
"RICHARD J. DURBIN","Illinois","US SENATE AIDE",112798.98,1755994.96,412,"IL","D"
"RICHARD J. DURBIN","Illinois","WESTERN IL OUTREACH COORDINATOR",26146.6,1755994.96,412,"IL","D"
"ROB PORTMAN","Ohio","FEES AND OTHER CHARGES",25,1619270.76,470,"OH","R"
"ROB PORTMAN","Ohio","INCIDENTALS",206.56,1619270.76,470,"OH","R"
"ROB PORTMAN","Ohio","EXT DEV SOFTWARE (EXPENDABLE)",1044,1619270.76,470,"OH","R"
"ROB PORTMAN","Ohio","PER DIEM",25661.52,1619270.76,470,"OH","R"
"ROB PORTMAN","Ohio","LEGISLATIVE AIDE",23499.96,1619270.76,470,"OH","R"
"ROB PORTMAN","Ohio","PHOTO STUDIO CERTIFICATION",1475.5,1619270.76,470,"OH","R"
"ROB PORTMAN","Ohio","PRESS SECRETARIES",58149.95,1619270.76,470,"OH","R"
"ROB PORTMAN","Ohio","GRANTS COORDINATOR",23499.96,1619270.76,470,"OH","R"
"ROB PORTMAN","Ohio","PURCHASED EQUIPMENT (EXPENDABLE)",233.97,1619270.76,470,"OH","R"
"ROB PORTMAN","Ohio","NE OHIO REGIONAL REPRESENTATIVE",22500,1619270.76,470,"OH","R"
"ROB PORTMAN","Ohio","LEGISLATIVE CORRESPONDENT",50341.54,1619270.76,470,"OH","R"
"ROB PORTMAN","Ohio","INTERPRETING SERVICES",125,1619270.76,470,"OH","R"
"ROB PORTMAN","Ohio","MAIL MANAGER",33499.92,1619270.76,470,"OH","R"
"ROB PORTMAN","Ohio","ASSISTANTS",455752.37,1619270.76,470,"OH","R"
"ROB PORTMAN","Ohio","SENATOR TRANSPORTATION",8961.19,1619270.76,470,"OH","R"
"ROB PORTMAN","Ohio","CASE WORKERS",68999.88,1619270.76,470,"OH","R"
"ROB PORTMAN","Ohio","CHIEF OF STAFF",84729.48,1619270.76,470,"OH","R"
"ROB PORTMAN","Ohio","SOUTHEAST DISTRICT REPRESENTATIVE",33499.92,1619270.76,470,"OH","R"
"ROB PORTMAN","Ohio","CONSTITUENT PERSONNEL",42750,1619270.76,470,"OH","R"
"ROB PORTMAN","Ohio","SPEECH WRITER",38888.85,1619270.76,470,"OH","R"
"ROB PORTMAN","Ohio","COUNSEL",83499.96,1619270.76,470,"OH","R"
"ROB PORTMAN","Ohio","STAFF TRANSPORTATION",73243.16,1619270.76,470,"OH","R"
"ROB PORTMAN","Ohio","DIRECTORS",486690.81,1619270.76,470,"OH","R"
"ROB PORTMAN","Ohio","RECORDING STUDIO CERTIFICATION",400.6,1619270.76,470,"OH","R"
"ROB PORTMAN","Ohio","TRAINING/CONFERENCE/REGISTRATION FEES",250,1619270.76,470,"OH","R"
"ROB PORTMAN","Ohio","ADVISORS",1341.66,1619270.76,470,"OH","R"
"ROBERT CASEY, JR.","Pennsylvania","CONSTITUENT PERSONNEL",141249.78,1870530,560,"PA","D"
"ROBERT CASEY, JR.","Pennsylvania","CHIEF OF STAFF",183451.6,1870530,560,"PA","D"
"ROBERT CASEY, JR.","Pennsylvania","INTERNS",10879.96,1870530,560,"PA","D"
"ROBERT CASEY, JR.","Pennsylvania","DIRECTORS",456349.68,1870530,560,"PA","D"
"ROBERT CASEY, JR.","Pennsylvania","ADVISORS",32999.94,1870530,560,"PA","D"
"ROBERT CASEY, JR.","Pennsylvania","EXT DEV SOFTWARE (EXPENDABLE)",74.99,1870530,560,"PA","D"
"ROBERT CASEY, JR.","Pennsylvania","ASSISTANTS",346352.19,1870530,560,"PA","D"
"ROBERT CASEY, JR.","Pennsylvania","RECORDING STUDIO CERTIFICATION",70.6,1870530,560,"PA","D"
"ROBERT CASEY, JR.","Pennsylvania","PRESS SECRETARIES",16406.9,1870530,560,"PA","D"
"ROBERT CASEY, JR.","Pennsylvania","LEGISLATIVE AIDE",38562.46,1870530,560,"PA","D"
"ROBERT CASEY, JR.","Pennsylvania","INCIDENTALS",443.4,1870530,560,"PA","D"
"ROBERT CASEY, JR.","Pennsylvania","LEGISLATIVE CORRESPONDENT",118713.62,1870530,560,"PA","D"
"ROBERT CASEY, JR.","Pennsylvania","REGIONAL REPRESENTATIVE",101708.18,1870530,560,"PA","D"
"ROBERT CASEY, JR.","Pennsylvania","PER DIEM",13622.63,1870530,560,"PA","D"
"ROBERT CASEY, JR.","Pennsylvania","SCHEDULER",57987.44,1870530,560,"PA","D"
"ROBERT CASEY, JR.","Pennsylvania","PHOTO STUDIO CERTIFICATION",208.8,1870530,560,"PA","D"
"ROBERT CASEY, JR.","Pennsylvania","SENATOR TRANSPORTATION",9523.9,1870530,560,"PA","D"
"ROBERT CASEY, JR.","Pennsylvania","SENIOR PERSONNEL",139249.92,1870530,560,"PA","D"
"ROBERT CASEY, JR.","Pennsylvania","PURCHASED EQUIPMENT (EXPENDABLE)",440.77,1870530,560,"PA","D"
"ROBERT CASEY, JR.","Pennsylvania","CERTIFIED PURCHASED EQUIPMENT",149.95,1870530,560,"PA","D"
"ROBERT CASEY, JR.","Pennsylvania","STAFF TRANSPORTATION",43850.15,1870530,560,"PA","D"
"ROBERT CASEY, JR.","Pennsylvania","STATE SCHEDULER",38999.94,1870530,560,"PA","D"
"ROBERT CASEY, JR.","Pennsylvania","REGIONAL MANAGER",119233.2,1870530,560,"PA","D"
"ROBERT MENENDEZ","New Jersey","ASSISTANTS",277374.56,1560594.25,204,"NJ","D"
"ROBERT MENENDEZ","New Jersey","ADMINISTRATIVE PERSONNEL",55787.42,1560594.25,204,"NJ","D"
"ROBERT MENENDEZ","New Jersey","LEGISLATIVE CORRESPONDENT",73800,1560594.25,204,"NJ","D"
"ROBERT MENENDEZ","New Jersey","INCIDENTALS",202.42,1560594.25,204,"NJ","D"
"ROBERT MENENDEZ","New Jersey","EXT DEV SOFTWARE (EXPENDABLE)",21000.99,1560594.25,204,"NJ","D"
"ROBERT MENENDEZ","New Jersey","CHIEF OF STAFF",84729.48,1560594.25,204,"NJ","D"
"ROBERT MENENDEZ","New Jersey","ADVISORS",68499.87,1560594.25,204,"NJ","D"
"ROBERT MENENDEZ","New Jersey","OFFICE MANAGER/NJ SCHEDULER",46499.92,1560594.25,204,"NJ","D"
"ROBERT MENENDEZ","New Jersey","PRESS SECRETARIES",57500,1560594.25,204,"NJ","D"
"ROBERT MENENDEZ","New Jersey","LEGISLATIVE AIDE",66000.05,1560594.25,204,"NJ","D"
"ROBERT MENENDEZ","New Jersey","FEES AND OTHER CHARGES",80,1560594.25,204,"NJ","D"
"ROBERT MENENDEZ","New Jersey","DIRECTORS",440901.97,1560594.25,204,"NJ","D"
"ROBERT MENENDEZ","New Jersey","PURCHASED EQUIPMENT (EXPENDABLE)",514.73,1560594.25,204,"NJ","D"
"ROBERT MENENDEZ","New Jersey","COUNSEL",87313.75,1560594.25,204,"NJ","D"
"ROBERT MENENDEZ","New Jersey","RECORDING STUDIO CERTIFICATION",46.6,1560594.25,204,"NJ","D"
"ROBERT MENENDEZ","New Jersey","PROJECTS SPECIALIST",12805.53,1560594.25,204,"NJ","D"
"ROBERT MENENDEZ","New Jersey","SENATOR TRANSPORTATION",12735.86,1560594.25,204,"NJ","D"
"ROBERT MENENDEZ","New Jersey","PHOTO STUDIO CERTIFICATION",19,1560594.25,204,"NJ","D"
"ROBERT MENENDEZ","New Jersey","SENIOR PERSONNEL",69999.92,1560594.25,204,"NJ","D"
"ROBERT MENENDEZ","New Jersey","PER DIEM",8540.78,1560594.25,204,"NJ","D"
"ROBERT MENENDEZ","New Jersey","SPEECH WRITER",67499.92,1560594.25,204,"NJ","D"
"ROBERT MENENDEZ","New Jersey","COMMUNITY AFFAIRS COORDINATOR",22000,1560594.25,204,"NJ","D"
"ROBERT MENENDEZ","New Jersey","STAFF TRANSPORTATION",20741.52,1560594.25,204,"NJ","D"
"ROBERT MENENDEZ","New Jersey","SPECIAL PROJECTS MANAGER FOR SOUTHERN NEW JERSEY",26500,1560594.25,204,"NJ","D"
"ROBERT MENENDEZ","New Jersey","CONSTITUENT PERSONNEL",39499.96,1560594.25,204,"NJ","D"
"ROGER WICKER","Mississippi","LEGISLATIVE AIDE",42999.92,1399063.14,436,"MS","R"
"ROGER WICKER","Mississippi","INTERNS",13518.96,1399063.14,436,"MS","R"
"ROGER WICKER","Mississippi","FEES AND OTHER CHARGES",69,1399063.14,436,"MS","R"
"ROGER WICKER","Mississippi","PER DIEM",5834.33,1399063.14,436,"MS","R"
"ROGER WICKER","Mississippi","DIRECTORS",305787.74,1399063.14,436,"MS","R"
"ROGER WICKER","Mississippi","NORTHERN REGIONAL FIELD REPRESENTATIVE",33500,1399063.14,436,"MS","R"
"ROGER WICKER","Mississippi","GRANTS COORDINATOR",22749.92,1399063.14,436,"MS","R"
"ROGER WICKER","Mississippi","INCIDENTALS",9.88,1399063.14,436,"MS","R"
"ROGER WICKER","Mississippi","FIELD REPRESENTATIVE",39500,1399063.14,436,"MS","R"
"ROGER WICKER","Mississippi","RECORDING STUDIO CERTIFICATION",3.5,1399063.14,436,"MS","R"
"ROGER WICKER","Mississippi","CONSTITUENT PERSONNEL",240678.78,1399063.14,436,"MS","R"
"ROGER WICKER","Mississippi","SENATOR TRANSPORTATION",5488.7,1399063.14,436,"MS","R"
"ROGER WICKER","Mississippi","CHIEF OF STAFF",142392.34,1399063.14,436,"MS","R"
"ROGER WICKER","Mississippi","LEGISLATIVE CORRESPONDENT",59499.88,1399063.14,436,"MS","R"
"ROGER WICKER","Mississippi","SOUTHERN FIELD REPRESENTATIVE",33500,1399063.14,436,"MS","R"
"ROGER WICKER","Mississippi","SPECIAL PROJECTS",15083.32,1399063.14,436,"MS","R"
"ROGER WICKER","Mississippi","SPEECH WRITER",40499.96,1399063.14,436,"MS","R"
"ROGER WICKER","Mississippi","STAFF TRANSPORTATION",30531.08,1399063.14,436,"MS","R"
"ROGER WICKER","Mississippi","PHOTO STUDIO CERTIFICATION",2019.9,1399063.14,436,"MS","R"
"ROGER WICKER","Mississippi","ASSISTANTS",331085.93,1399063.14,436,"MS","R"
"ROGER WICKER","Mississippi","PRESS SECRETARIES",34250,1399063.14,436,"MS","R"
"ROGER WICKER","Mississippi","TRAINING/CONFERENCE/REGISTRATION FEES",60,1399063.14,436,"MS","R"
"RON JOHNSON","Wisconsin","ADMINISTRATIVE PERSONNEL",62020.76,1448982.08,624,"WI","R"
"RON JOHNSON","Wisconsin","ADVISORS",31970.12,1448982.08,624,"WI","R"
"RON JOHNSON","Wisconsin","ASSISTANTS",279973.1,1448982.08,624,"WI","R"
"RON JOHNSON","Wisconsin","SENIOR PERSONNEL",107484.92,1448982.08,624,"WI","R"
"RON JOHNSON","Wisconsin","PER DIEM",14266.36,1448982.08,624,"WI","R"
"RON JOHNSON","Wisconsin","STAFF TRANSPORTATION",62460.75,1448982.08,624,"WI","R"
"RON JOHNSON","Wisconsin","CHIEF OF STAFF",84729.48,1448982.08,624,"WI","R"
"RON JOHNSON","Wisconsin","STATE SCHEDULER",67835.73,1448982.08,624,"WI","R"
"RON JOHNSON","Wisconsin","COMMUNITY RELATIONS AND COMMUNICATIONS SPECIALIST",32250.4,1448982.08,624,"WI","R"
"RON JOHNSON","Wisconsin","CONSTITUENT PERSONNEL",99502.36,1448982.08,624,"WI","R"
"RON JOHNSON","Wisconsin","PURCHASED EQUIPMENT (EXPENDABLE)",1123.99,1448982.08,624,"WI","R"
"RON JOHNSON","Wisconsin","COUNSEL",32241.89,1448982.08,624,"WI","R"
"RON JOHNSON","Wisconsin","VETERANS CASE WORKERS",19465.99,1448982.08,624,"WI","R"
"RON JOHNSON","Wisconsin","MAIL MANAGEMENT SPECIALIST",11222.18,1448982.08,624,"WI","R"
"RON JOHNSON","Wisconsin","DIRECTORS",297468.55,1448982.08,624,"WI","R"
"RON JOHNSON","Wisconsin","NEW MEDIA MANAGER",30374.92,1448982.08,624,"WI","R"
"RON JOHNSON","Wisconsin","OFFICE MANAGER / CASE WORKERS",34603,1448982.08,624,"WI","R"
"RON JOHNSON","Wisconsin","PRESS SECRETARIES",27749.95,1448982.08,624,"WI","R"
"RON JOHNSON","Wisconsin","INTERNS",3299.97,1448982.08,624,"WI","R"
"RON JOHNSON","Wisconsin","PHOTO STUDIO CERTIFICATION",37,1448982.08,624,"WI","R"
"RON JOHNSON","Wisconsin","INCIDENTALS",621.04,1448982.08,624,"WI","R"
"RON JOHNSON","Wisconsin","TRAINING/CONFERENCE/REGISTRATION FEES",60,1448982.08,624,"WI","R"
"RON JOHNSON","Wisconsin","SYSTEM ADMINISTRATOR",24199.96,1448982.08,624,"WI","R"
"RON JOHNSON","Wisconsin","LEGISLATIVE CORRESPONDENT",66099.85,1448982.08,624,"WI","R"
"RON JOHNSON","Wisconsin","SCHEDULER",45749.92,1448982.08,624,"WI","R"
"RON JOHNSON","Wisconsin","SENATOR TRANSPORTATION",12169.89,1448982.08,624,"WI","R"
"RON WYDEN","Oregon","DOMESTIC POLICY ADVISER",34949.98,1629810.65,522,"OR","D"
"RON WYDEN","Oregon","FIELD REPRESENTATIVE",237499.84,1629810.65,522,"OR","D"
"RON WYDEN","Oregon","CONSTITUENT PERSONNEL",28000,1629810.65,522,"OR","D"
"RON WYDEN","Oregon","FEES AND OTHER CHARGES",2424.68,1629810.65,522,"OR","D"
"RON WYDEN","Oregon","ASSISTANTS",320247.38,1629810.65,522,"OR","D"
"RON WYDEN","Oregon","DIRECTORS",406082.98,1629810.65,522,"OR","D"
"RON WYDEN","Oregon","OFFICE MANAGER",28999.96,1629810.65,522,"OR","D"
"RON WYDEN","Oregon","PRESS SECRETARIES",96874.92,1629810.65,522,"OR","D"
"RON WYDEN","Oregon","PER DIEM",21612.69,1629810.65,522,"OR","D"
"RON WYDEN","Oregon","PURCHASED EQUIPMENT (EXPENDABLE)",630.92,1629810.65,522,"OR","D"
"RON WYDEN","Oregon","PHOTO STUDIO CERTIFICATION",42.9,1629810.65,522,"OR","D"
"RON WYDEN","Oregon","LEGISLATIVE AIDE",54874.92,1629810.65,522,"OR","D"
"RON WYDEN","Oregon","CASE WORKERS",23500,1629810.65,522,"OR","D"
"RON WYDEN","Oregon","LEGISLATIVE CORRESPONDENT",26999.96,1629810.65,522,"OR","D"
"RON WYDEN","Oregon","SENATOR TRANSPORTATION",6231.5,1629810.65,522,"OR","D"
"RON WYDEN","Oregon","SENIOR PERSONNEL",124874.98,1629810.65,522,"OR","D"
"RON WYDEN","Oregon","RECORDING STUDIO CERTIFICATION",222.25,1629810.65,522,"OR","D"
"RON WYDEN","Oregon","ADMINISTRATIVE PERSONNEL",84729.48,1629810.65,522,"OR","D"
"RON WYDEN","Oregon","ADVISORS",53495.27,1629810.65,522,"OR","D"
"RON WYDEN","Oregon","STAFF TRANSPORTATION",33743.02,1629810.65,522,"OR","D"
"RON WYDEN","Oregon","STATE OPERATIONS MANAGER",34999.96,1629810.65,522,"OR","D"
"RON WYDEN","Oregon","INCIDENTALS",305.03,1629810.65,522,"OR","D"
"RON WYDEN","Oregon","WAYNE MORSE FELLOW",8468.03,1629810.65,522,"OR","D"
"ROY BLUNT","Missouri","COMMUNITY LIAISON",13951.44,1498620.95,675,"MO","R"
"ROY BLUNT","Missouri","CHIEF OF STAFF",60439.41,1498620.95,675,"MO","R"
"ROY BLUNT","Missouri","LEGISLATIVE COORDINATOR",9624.97,1498620.95,675,"MO","R"
"ROY BLUNT","Missouri","LEGISLATIVE LIAISON  AND",16596.53,1498620.95,675,"MO","R"
"ROY BLUNT","Missouri","COUNSEL",48850,1498620.95,675,"MO","R"
"ROY BLUNT","Missouri","EXT DEV SOFTWARE (EXPENDABLE)",59.99,1498620.95,675,"MO","R"
"ROY BLUNT","Missouri","ADVISORS",71249.88,1498620.95,675,"MO","R"
"ROY BLUNT","Missouri","DIRECTORS",458642.61,1498620.95,675,"MO","R"
"ROY BLUNT","Missouri","CONSTITUENT PERSONNEL",37173.48,1498620.95,675,"MO","R"
"ROY BLUNT","Missouri","PRESS SECRETARIES",41252.33,1498620.95,675,"MO","R"
"ROY BLUNT","Missouri","INCIDENTALS",11,1498620.95,675,"MO","R"
"ROY BLUNT","Missouri","PURCHASED EQUIPMENT (EXPENDABLE)",4254.59,1498620.95,675,"MO","R"
"ROY BLUNT","Missouri","PER DIEM",11968.49,1498620.95,675,"MO","R"
"ROY BLUNT","Missouri","LEGISLATIVE CORRESPONDENT",51499.92,1498620.95,675,"MO","R"
"ROY BLUNT","Missouri","RECORDING STUDIO CERTIFICATION",50,1498620.95,675,"MO","R"
"ROY BLUNT","Missouri","SCHEDULER",29874.96,1498620.95,675,"MO","R"
"ROY BLUNT","Missouri","FIELD REPRESENTATIVE",182893.15,1498620.95,675,"MO","R"
"ROY BLUNT","Missouri","SENATOR TRANSPORTATION",38911.13,1498620.95,675,"MO","R"
"ROY BLUNT","Missouri","SMALL BUSINESS LIAISON",42854.32,1498620.95,675,"MO","R"
"ROY BLUNT","Missouri","PHOTO STUDIO CERTIFICATION",3512.3,1498620.95,675,"MO","R"
"ROY BLUNT","Missouri","STAFF TRANSPORTATION",43576.76,1498620.95,675,"MO","R"
"ROY BLUNT","Missouri","SYSTEMS ADMINISTRATOR",48999.96,1498620.95,675,"MO","R"
"ROY BLUNT","Missouri","ASSISTANTS",282075.23,1498620.95,675,"MO","R"
"ROY BLUNT","Missouri","TRAINING/CONFERENCE/REGISTRATION FEES",298.5,1498620.95,675,"MO","R"
"SAXBY CHAMBLISS","Georgia","FEES AND OTHER CHARGES",210,210,1,"GA","R"
"SHELDON WHITEHOUSE","Rhode Island","MILITARY AND VETERANS AFFAIRS COORDINATOR",7576.32,1520626.83,458,"RI","D"
"SHELDON WHITEHOUSE","Rhode Island","DIGITAL MEDIA MANAGER",28749.94,1520626.83,458,"RI","D"
"SHELDON WHITEHOUSE","Rhode Island","ADVISORS",71833.24,1520626.83,458,"RI","D"
"SHELDON WHITEHOUSE","Rhode Island","EQUIPMENT/VEHICLE MAINTENANCE & REPAIR",45,1520626.83,458,"RI","D"
"SHELDON WHITEHOUSE","Rhode Island","FEES AND OTHER CHARGES",1480,1520626.83,458,"RI","D"
"SHELDON WHITEHOUSE","Rhode Island","PURCHASED EQUIPMENT (EXPENDABLE)",913.6,1520626.83,458,"RI","D"
"SHELDON WHITEHOUSE","Rhode Island","DIRECTORS",445499.6,1520626.83,458,"RI","D"
"SHELDON WHITEHOUSE","Rhode Island","PRESS SECRETARIES",35000,1520626.83,458,"RI","D"
"SHELDON WHITEHOUSE","Rhode Island","LEGISLATIVE CORRESPONDENT",12241.66,1520626.83,458,"RI","D"
"SHELDON WHITEHOUSE","Rhode Island","RECORDING STUDIO CERTIFICATION",317,1520626.83,458,"RI","D"
"SHELDON WHITEHOUSE","Rhode Island","OTHER MISCELLANEOUS SERVICES",9655,1520626.83,458,"RI","D"
"SHELDON WHITEHOUSE","Rhode Island","PURCHASED SOFTWARE (EXPENDABLE)",49.95,1520626.83,458,"RI","D"
"SHELDON WHITEHOUSE","Rhode Island","PER DIEM",643.65,1520626.83,458,"RI","D"
"SHELDON WHITEHOUSE","Rhode Island","SENATE AIDE",45999.92,1520626.83,458,"RI","D"
"SHELDON WHITEHOUSE","Rhode Island","PHOTO STUDIO CERTIFICATION",334.9,1520626.83,458,"RI","D"
"SHELDON WHITEHOUSE","Rhode Island","SENATOR TRANSPORTATION",13890.6,1520626.83,458,"RI","D"
"SHELDON WHITEHOUSE","Rhode Island","ADMINISTRATIVE PERSONNEL",51002.42,1520626.83,458,"RI","D"
"SHELDON WHITEHOUSE","Rhode Island","SENIOR PERSONNEL",107015.84,1520626.83,458,"RI","D"
"SHELDON WHITEHOUSE","Rhode Island","SPECIAL PROJECTS COORDINATOR/SR CONSTIUENTS AFFAIRS REP",37000,1520626.83,458,"RI","D"
"SHELDON WHITEHOUSE","Rhode Island","ASSISTANTS",202704.35,1520626.83,458,"RI","D"
"SHELDON WHITEHOUSE","Rhode Island","CASE WORKERS",61249.94,1520626.83,458,"RI","D"
"SHELDON WHITEHOUSE","Rhode Island","STAFF TRANSPORTATION",12203.68,1520626.83,458,"RI","D"
"SHELDON WHITEHOUSE","Rhode Island","CHIEF OF STAFF",81576.44,1520626.83,458,"RI","D"
"SHELDON WHITEHOUSE","Rhode Island","RHODE ISLAND SCHEDULER",36000,1520626.83,458,"RI","D"
"SHELDON WHITEHOUSE","Rhode Island","COUNSEL",219204.66,1520626.83,458,"RI","D"
"SHELDON WHITEHOUSE","Rhode Island","SYSTEMS ADMINISTRATOR",16500,1520626.83,458,"RI","D"
"SHELDON WHITEHOUSE","Rhode Island","DEPUTY SCHEDULER",21499.96,1520626.83,458,"RI","D"
"SHELDON WHITEHOUSE","Rhode Island","TRAINING/CONFERENCE/REGISTRATION FEES",35,1520626.83,458,"RI","D"
"SHELDON WHITEHOUSE","Rhode Island","VETERANS AFFAIRS COORDINATOR",404.16,1520626.83,458,"RI","D"
"SHELLEY MOORE CAPITO","West Virginia","DEPUTY SCHEDULER",13888.83,1103122,354,"WV","R"
"SHELLEY MOORE CAPITO","West Virginia","CASE WORKERS",78299.76,1103122,354,"WV","R"
"SHELLEY MOORE CAPITO","West Virginia","EXT DEV SOFTWARE (EXPENDABLE)",14900,1103122,354,"WV","R"
"SHELLEY MOORE CAPITO","West Virginia","OTHER MISCELLANEOUS SERVICES",9248.75,1103122,354,"WV","R"
"SHELLEY MOORE CAPITO","West Virginia","ASSISTANTS",207930.17,1103122,354,"WV","R"
"SHELLEY MOORE CAPITO","West Virginia","DIRECTORS",369832.92,1103122,354,"WV","R"
"SHELLEY MOORE CAPITO","West Virginia","INCIDENTALS",280.6,1103122,354,"WV","R"
"SHELLEY MOORE CAPITO","West Virginia","RECORDING STUDIO CERTIFICATION",767.8,1103122,354,"WV","R"
"SHELLEY MOORE CAPITO","West Virginia","LEGISLATIVE AIDE",79208.13,1103122,354,"WV","R"
"SHELLEY MOORE CAPITO","West Virginia","PURCHASED EQUIPMENT (EXPENDABLE)",3043.88,1103122,354,"WV","R"
"SHELLEY MOORE CAPITO","West Virginia","SENATOR TRANSPORTATION",10869.08,1103122,354,"WV","R"
"SHELLEY MOORE CAPITO","West Virginia","LEGISLATIVE CORRESPONDENT",47055.44,1103122,354,"WV","R"
"SHELLEY MOORE CAPITO","West Virginia","SENIOR PERSONNEL",39111.08,1103122,354,"WV","R"
"SHELLEY MOORE CAPITO","West Virginia","CHIEF OF STAFF",84729.48,1103122,354,"WV","R"
"SHELLEY MOORE CAPITO","West Virginia","PER DIEM",9385.14,1103122,354,"WV","R"
"SHELLEY MOORE CAPITO","West Virginia","STAFF TRANSPORTATION",47790.21,1103122,354,"WV","R"
"SHELLEY MOORE CAPITO","West Virginia","PHOTO STUDIO CERTIFICATION",1280.85,1103122,354,"WV","R"
